cgi,Ê±¼ä,download
460-00-10505098-2,2021/3/8,0.004089851
460-00-10505099-1,2021/3/8,0.0050591
460-00-10505099-2,2021/3/8,0.001729145
460-00-10505100-1,2021/3/8,0.006852923
460-00-10505100-2,2021/3/8,0.00384595
460-00-10505101-1,2021/3/8,0.008119903
460-00-10505101-2,2021/3/8,0.001868533
460-00-10505101-3,2021/3/8,0.005314411
460-00-10505102-1,2021/3/8,0.008008992
460-00-10505102-2,2021/3/8,0.003430053
460-00-10505102-3,2021/3/8,0.004394016
460-00-10505106-1,2021/3/8,0.001367788
460-00-10505106-2,2021/3/8,0.003708309
460-00-10505106-3,2021/3/8,0.00459151
460-00-10505112-1,2021/3/8,0.004208301
460-00-10505112-2,2021/3/8,0.005162889
460-00-10505121-1,2021/3/8,0.002450447
460-00-10505121-2,2021/3/8,0.001867182
460-00-10505122-1,2021/3/8,0.009905891
460-00-10505122-2,2021/3/8,0.03745664
460-00-10505122-3,2021/3/8,0.016049765
460-00-10505124-1,2021/3/8,0.045582975
460-00-10505124-2,2021/3/8,0.126134144
460-00-10505129-1,2021/3/8,0.024204218
460-00-10505129-2,2021/3/8,0.020955112
460-00-10505129-3,2021/3/8,0.006616043
460-00-10505132-1,2021/3/8,0.010178768
460-00-10505132-2,2021/3/8,0.021383995
460-00-10505132-3,2021/3/8,0.017756879
460-00-10505134-1,2021/3/8,0.000713975
460-00-10505134-2,2021/3/8,0.003154668
460-00-10505192-1,2021/3/8,0.017777158
460-00-10505192-2,2021/3/8,0.013068841
460-00-10505192-3,2021/3/8,0.029367317
460-00-10505209-1,2021/3/8,0.013120058
460-00-10505209-2,2021/3/8,0.027762711
460-00-10505209-3,2021/3/8,0.01243433
460-00-10505065-1,2021/3/9,0.052766977
460-00-10505065-2,2021/3/9,0.022119615
460-00-10505065-3,2021/3/9,0.014946517
460-00-10505068-1,2021/3/9,0.006566753
460-00-10505068-2,2021/3/9,0.004030085
460-00-10505068-3,2021/3/9,0.005309627
460-00-10505085-1,2021/3/9,0.001527883
460-00-10505085-2,2021/3/9,0.006089723
460-00-10505085-3,2021/3/9,0.007411598
460-00-10505086-2,2021/3/9,0.000396782
460-00-10505086-3,2021/3/9,0.002977215
460-00-10505087-1,2021/3/9,0.005700068
460-00-10505087-2,2021/3/9,0.004308703
460-00-10505087-3,2021/3/9,0.004396178
460-00-10505088-3,2021/3/9,0.004838471
460-00-10505089-1,2021/3/9,0.002957387
460-00-10505089-2,2021/3/9,0.010568653
460-00-10505089-3,2021/3/9,0.009186207
460-00-10505090-1,2021/3/9,0.002577304
460-00-10505090-3,2021/3/9,0.00266979
460-00-10505096-2,2021/3/9,0.003412866
460-00-10505096-3,2021/3/9,0.005629089
460-00-10505097-1,2021/3/9,0.003000134
460-00-10505097-2,2021/3/9,0.002405861
460-00-10505098-1,2021/3/9,0.004346486
460-00-10505098-2,2021/3/9,0.003998564
460-00-10505099-1,2021/3/9,0.005639222
460-00-10505099-2,2021/3/9,0.002731617
460-00-10505100-1,2021/3/9,0.007264615
460-00-10505100-2,2021/3/9,0.005461814
460-00-10505101-1,2021/3/9,0.003228177
460-00-10505101-2,2021/3/9,0.000711567
460-00-10505101-3,2021/3/9,0.004355181
460-00-10505102-1,2021/3/9,0.010407131
460-00-10505102-2,2021/3/9,0.0038285
460-00-10505102-3,2021/3/9,0.004580255
460-00-10505106-1,2021/3/9,0.00108324
460-00-10505106-2,2021/3/9,0.004381951
460-00-10505106-3,2021/3/9,0.005798178
460-00-10505112-1,2021/3/9,0.00414781
460-00-10505112-2,2021/3/9,0.008173595
460-00-10505121-1,2021/3/9,0.003051394
460-00-10505121-2,2021/3/9,0.00235582
460-00-10505122-1,2021/3/9,0.012200611
460-00-10505122-2,2021/3/9,0.039568724
460-00-10505122-3,2021/3/9,0.019339291
460-00-10505124-1,2021/3/9,0.041170922
460-00-10505124-2,2021/3/9,0.112194426
460-00-10505129-1,2021/3/9,0.030808974
460-00-10505129-2,2021/3/9,0.019152526
460-00-10505129-3,2021/3/9,0.010868267
460-00-10505132-1,2021/3/9,0.005797825
460-00-10505132-2,2021/3/9,0.020849758
460-00-10505132-3,2021/3/9,0.016975956
460-00-10505134-1,2021/3/9,0.000884154
460-00-10505134-2,2021/3/9,0.002613121
460-00-10505192-1,2021/3/9,0.011480891
460-00-10505192-2,2021/3/9,0.015375472
460-00-10505192-3,2021/3/9,0.0223063
460-00-10505209-1,2021/3/9,0.01886336
460-00-10505209-2,2021/3/9,0.024205862
460-00-10505209-3,2021/3/9,0.017392104
460-00-10505065-1,2021/3/10,0.056390684
460-00-10505065-2,2021/3/10,0.020300992
460-00-10505065-3,2021/3/10,0.013574151
460-00-10505068-1,2021/3/10,0.007177511
460-00-10505068-2,2021/3/10,0.003719041
460-00-10505068-3,2021/3/10,0.00609337
460-00-10505085-1,2021/3/10,0.001904196
460-00-10505085-2,2021/3/10,0.006149259
460-00-10505085-3,2021/3/10,0.008954032
460-00-10505086-2,2021/3/10,0.000281023
460-00-10505086-3,2021/3/10,0.002854828
460-00-10505087-1,2021/3/10,0.006284243
460-00-10505087-2,2021/3/10,0.003959047
460-00-10505087-3,2021/3/10,0.008168467
460-00-10505088-3,2021/3/10,0.004270512
460-00-10505089-1,2021/3/10,0.003639371
460-00-10505089-2,2021/3/10,0.009176477
460-00-10505089-3,2021/3/10,0.008844895
460-00-10505090-1,2021/3/10,0.004181157
460-00-10505090-3,2021/3/10,0.003321995
460-00-10505096-2,2021/3/10,0.002189841
460-00-10505096-3,2021/3/10,0.004886706
460-00-10505097-1,2021/3/10,0.003447347
460-00-10505097-2,2021/3/10,0.002891781
460-00-10505098-1,2021/3/10,0.003222804
460-00-10505098-2,2021/3/10,0.003205089
460-00-10505099-1,2021/3/10,0.004333617
460-00-10505099-2,2021/3/10,0.003658431
460-00-10505100-1,2021/3/10,0.007049622
460-00-10505100-2,2021/3/10,0.004264076
460-00-10505101-1,2021/3/10,0.00502942
460-00-10505101-2,2021/3/10,0.000968548
460-00-10505101-3,2021/3/10,0.003615659
460-00-10505102-1,2021/3/10,0.005903062
460-00-10505102-2,2021/3/10,0.003574703
460-00-10505102-3,2021/3/10,0.004761808
460-00-10505106-1,2021/3/10,0.000818454
460-00-10505106-2,2021/3/10,0.004954767
460-00-10505106-3,2021/3/10,0.005710065
460-00-10505112-1,2021/3/10,0.004867166
460-00-10505112-2,2021/3/10,0.012695806
460-00-10505121-1,2021/3/10,0.002792854
460-00-10505121-2,2021/3/10,0.002292887
460-00-10505122-1,2021/3/10,0.010641313
460-00-10505122-2,2021/3/10,0.040929004
460-00-10505122-3,2021/3/10,0.031310325
460-00-10505124-1,2021/3/10,0.048994892
460-00-10505124-2,2021/3/10,0.123155138
460-00-10505129-1,2021/3/10,0.027566813
460-00-10505129-2,2021/3/10,0.014295055
460-00-10505129-3,2021/3/10,0.006695875
460-00-10505132-1,2021/3/10,0.009856815
460-00-10505132-2,2021/3/10,0.027455019
460-00-10505132-3,2021/3/10,0.016736907
460-00-10505134-1,2021/3/10,0.001780896
460-00-10505134-2,2021/3/10,0.002950876
460-00-10505192-1,2021/3/10,0.012599654
460-00-10505192-2,2021/3/10,0.015722546
460-00-10505192-3,2021/3/10,0.031821576
460-00-10505209-1,2021/3/10,0.015694591
460-00-10505209-2,2021/3/10,0.02907725
460-00-10505209-3,2021/3/10,0.011872333
460-00-10505065-1,2021/3/11,0.080591996
460-00-10505065-2,2021/3/11,0.020512779
460-00-10505065-3,2021/3/11,0.018186834
460-00-10505068-1,2021/3/11,0.009821124
460-00-10505068-2,2021/3/11,0.004800983
460-00-10505068-3,2021/3/11,0.008367883
460-00-10505085-1,2021/3/11,0.001920243
460-00-10505085-2,2021/3/11,0.006401044
460-00-10505085-3,2021/3/11,0.010976166
460-00-10505086-2,2021/3/11,8.58E-05
460-00-10505086-3,2021/3/11,0.002932311
460-00-10505087-1,2021/3/11,0.006721898
460-00-10505087-2,2021/3/11,0.004061972
460-00-10505087-3,2021/3/11,0.005796936
460-00-10505088-3,2021/3/11,0.005613673
460-00-10505089-1,2021/3/11,0.003398663
460-00-10505089-2,2021/3/11,0.008321599
460-00-10505089-3,2021/3/11,0.010788333
460-00-10505090-1,2021/3/11,0.003311411
460-00-10505090-3,2021/3/11,0.002248628
460-00-10505096-2,2021/3/11,0.003131623
460-00-10505096-3,2021/3/11,0.005793106
460-00-10505097-1,2021/3/11,0.003596596
460-00-10505097-2,2021/3/11,0.00287547
460-00-10505098-1,2021/3/11,0.005399592
460-00-10505098-2,2021/3/11,0.003954928
460-00-10505099-1,2021/3/11,0.005042047
460-00-10505099-2,2021/3/11,0.003741803
460-00-10505100-1,2021/3/11,0.003885262
460-00-10505100-2,2021/3/11,0.003537675
460-00-10505101-1,2021/3/11,0.004986113
460-00-10505101-2,2021/3/11,0.00099538
460-00-10505101-3,2021/3/11,0.004777588
460-00-10505102-1,2021/3/11,0.006297471
460-00-10505102-2,2021/3/11,0.003419168
460-00-10505102-3,2021/3/11,0.004058466
460-00-10505106-1,2021/3/11,0.000709592
460-00-10505106-2,2021/3/11,0.004378865
460-00-10505106-3,2021/3/11,0.005196437
460-00-10505112-1,2021/3/11,0.004526664
460-00-10505112-2,2021/3/11,0.007386921
460-00-10505121-1,2021/3/11,0.002555594
460-00-10505121-2,2021/3/11,0.002173174
460-00-10505122-1,2021/3/11,0.01507357
460-00-10505122-2,2021/3/11,0.041442374
460-00-10505122-3,2021/3/11,0.017188236
460-00-10505124-1,2021/3/11,0.034236287
460-00-10505124-2,2021/3/11,0.109500947
460-00-10505129-1,2021/3/11,0.03802778
460-00-10505129-2,2021/3/11,0.015758155
460-00-10505129-3,2021/3/11,0.007147336
460-00-10505132-1,2021/3/11,0.007985064
460-00-10505132-2,2021/3/11,0.025048532
460-00-10505132-3,2021/3/11,0.016522055
460-00-10505134-1,2021/3/11,0.003075758
460-00-10505134-2,2021/3/11,0.002733814
460-00-10505192-1,2021/3/11,0.015558325
460-00-10505192-2,2021/3/11,0.015771357
460-00-10505192-3,2021/3/11,0.031620154
460-00-10505209-1,2021/3/11,0.012731024
460-00-10505209-2,2021/3/11,0.030683677
460-00-10505209-3,2021/3/11,0.018337561
460-00-10505065-1,2021/3/12,0.062957515
460-00-10505065-2,2021/3/12,0.022889544
460-00-10505065-3,2021/3/12,0.015375308
460-00-10505068-1,2021/3/12,0.007594626
460-00-10505068-2,2021/3/12,0.005043162
460-00-10505068-3,2021/3/12,0.006030337
460-00-10505085-1,2021/3/12,0.001942452
460-00-10505085-2,2021/3/12,0.007877769
460-00-10505085-3,2021/3/12,0.011252767
460-00-10505086-2,2021/3/12,0.000227861
460-00-10505086-3,2021/3/12,0.003384761
460-00-10505087-1,2021/3/12,0.006279377
460-00-10505087-2,2021/3/12,0.004483588
460-00-10505087-3,2021/3/12,0.011595446
460-00-10505088-3,2021/3/12,0.004092529
460-00-10505089-1,2021/3/12,0.005687525
460-00-10505089-2,2021/3/12,0.011087438
460-00-10505089-3,2021/3/12,0.009184385
460-00-10505090-1,2021/3/12,0.003055307
460-00-10505090-3,2021/3/12,0.003530851
460-00-10505096-2,2021/3/12,0.002116737
460-00-10505096-3,2021/3/12,0.003992609
460-00-10505097-1,2021/3/12,0.00331453
460-00-10505097-2,2021/3/12,0.002375647
460-00-10505098-1,2021/3/12,0.006133445
460-00-10505098-2,2021/3/12,0.003794759
460-00-10505099-1,2021/3/12,0.004303188
460-00-10505099-2,2021/3/12,0.003394209
460-00-10505100-1,2021/3/12,0.007138551
460-00-10505100-2,2021/3/12,0.004553833
460-00-10505101-1,2021/3/12,0.009220224
460-00-10505101-2,2021/3/12,0.000934391
460-00-10505101-3,2021/3/12,0.006470949
460-00-10505102-1,2021/3/12,0.006253843
460-00-10505102-2,2021/3/12,0.00350296
460-00-10505102-3,2021/3/12,0.005614692
460-00-10505106-1,2021/3/12,0.00055892
460-00-10505106-2,2021/3/12,0.005376449
460-00-10505106-3,2021/3/12,0.005793707
460-00-10505112-1,2021/3/12,0.005395446
460-00-10505112-2,2021/3/12,0.005730492
460-00-10505121-1,2021/3/12,0.003372948
460-00-10505121-2,2021/3/12,0.002340983
460-00-10505122-1,2021/3/12,0.016882132
460-00-10505122-2,2021/3/12,0.047765314
460-00-10505122-3,2021/3/12,0.019763109
460-00-10505124-1,2021/3/12,0.043282775
460-00-10505124-2,2021/3/12,0.111418735
460-00-10505129-1,2021/3/12,0.023917228
460-00-10505129-2,2021/3/12,0.011613028
460-00-10505129-3,2021/3/12,0.006878634
460-00-10505132-1,2021/3/12,0.009498537
460-00-10505132-2,2021/3/12,0.024032207
460-00-10505132-3,2021/3/12,0.016784337
460-00-10505134-1,2021/3/12,0.003485135
460-00-10505134-2,2021/3/12,0.002328055
460-00-10505192-1,2021/3/12,0.012394319
460-00-10505192-2,2021/3/12,0.0155911
460-00-10505192-3,2021/3/12,0.024370142
460-00-10505209-1,2021/3/12,0.016126769
460-00-10505209-2,2021/3/12,0.03438661
460-00-10505209-3,2021/3/12,0.014362996
460-00-10505065-1,2021/3/13,0.053736731
460-00-10505065-2,2021/3/13,0.022005961
460-00-10505065-3,2021/3/13,0.012184724
460-00-10505068-1,2021/3/13,0.004053638
460-00-10505068-2,2021/3/13,0.003533932
460-00-10505068-3,2021/3/13,0.00477219
460-00-10505085-1,2021/3/13,0.002070229
460-00-10505085-2,2021/3/13,0.006202721
460-00-10505085-3,2021/3/13,0.014563046
460-00-10505086-2,2021/3/13,0.000126229
460-00-10505086-3,2021/3/13,0.001928985
460-00-10505087-1,2021/3/13,0.004002834
460-00-10505087-2,2021/3/13,0.003023158
460-00-10505087-3,2021/3/13,0.01040382
460-00-10505088-3,2021/3/13,0.003482038
460-00-10505089-1,2021/3/13,0.001418545
460-00-10505089-2,2021/3/13,0.008048763
460-00-10505089-3,2021/3/13,0.00695635
460-00-10505090-1,2021/3/13,0.003115266
460-00-10505090-3,2021/3/13,0.001926949
460-00-10505096-2,2021/3/13,0.001513351
460-00-10505096-3,2021/3/13,0.003606145
460-00-10505097-1,2021/3/13,0.002249438
460-00-10505097-2,2021/3/13,0.001824261
460-00-10505098-1,2021/3/13,0.00321599
460-00-10505098-2,2021/3/13,0.003122278
460-00-10505099-1,2021/3/13,0.003084582
460-00-10505099-2,2021/3/13,0.003200598
460-00-10505100-1,2021/3/13,0.006048181
460-00-10505100-2,2021/3/13,0.003037014
460-00-10505101-1,2021/3/13,0.003832638
460-00-10505101-2,2021/3/13,0.000700546
460-00-10505101-3,2021/3/13,0.003494108
460-00-10505102-1,2021/3/13,0.00897015
460-00-10505102-2,2021/3/13,0.002703182
460-00-10505102-3,2021/3/13,0.003583132
460-00-10505106-1,2021/3/13,0.00031738
460-00-10505106-2,2021/3/13,0.002967702
460-00-10505106-3,2021/3/13,0.004616845
460-00-10505112-1,2021/3/13,0.003369505
460-00-10505112-2,2021/3/13,0.006095523
460-00-10505121-1,2021/3/13,0.00245938
460-00-10505121-2,2021/3/13,0.001841652
460-00-10505122-1,2021/3/13,0.011015938
460-00-10505122-2,2021/3/13,0.025755666
460-00-10505122-3,2021/3/13,0.017402055
460-00-10505124-1,2021/3/13,0.035903707
460-00-10505124-2,2021/3/13,0.085536213
460-00-10505129-1,2021/3/13,0.015713515
460-00-10505129-2,2021/3/13,0.007976956
460-00-10505129-3,2021/3/13,0.005166411
460-00-10505132-1,2021/3/13,0.00407224
460-00-10505132-2,2021/3/13,0.020982711
460-00-10505132-3,2021/3/13,0.012876168
460-00-10505134-1,2021/3/13,0.001060194
460-00-10505134-2,2021/3/13,0.001544553
460-00-10505192-1,2021/3/13,0.011021119
460-00-10505192-2,2021/3/13,0.013509808
460-00-10505192-3,2021/3/13,0.022223847
460-00-10505209-1,2021/3/13,0.010090359
460-00-10505209-2,2021/3/13,0.023148008
460-00-10505209-3,2021/3/13,0.015690973
460-00-10505065-1,2021/3/14,0.070583023
460-00-10505065-2,2021/3/14,0.029171424
460-00-10505065-3,2021/3/14,0.02522101
460-00-10505068-1,2021/3/14,0.011298976
460-00-10505068-2,2021/3/14,0.007693744
460-00-10505068-3,2021/3/14,0.007097413
460-00-10505085-1,2021/3/14,0.002029011
460-00-10505085-2,2021/3/14,0.008101795
460-00-10505085-3,2021/3/14,0.010296687
460-00-10505086-2,2021/3/14,0.000271874
460-00-10505086-3,2021/3/14,0.002731726
460-00-10505087-1,2021/3/14,0.005594675
460-00-10505087-2,2021/3/14,0.00411818
460-00-10505087-3,2021/3/14,0.008891292
460-00-10505088-3,2021/3/14,0.003951876
460-00-10505089-1,2021/3/14,0.000862602
460-00-10505089-2,2021/3/14,0.008114088
460-00-10505089-3,2021/3/14,0.007494972
460-00-10505090-1,2021/3/14,0.002546702
460-00-10505090-3,2021/3/14,0.00234215
460-00-10505096-2,2021/3/14,0.003349218
460-00-10505096-3,2021/3/14,0.005462425
460-00-10505097-1,2021/3/14,0.002953954
460-00-10505097-2,2021/3/14,0.00251934
460-00-10505098-1,2021/3/14,0.005465455
460-00-10505098-2,2021/3/14,0.004372275
460-00-10505099-1,2021/3/14,0.009859763
460-00-10505099-2,2021/3/14,0.002813279
460-00-10505100-1,2021/3/14,0.010535611
460-00-10505100-2,2021/3/14,0.005392109
460-00-10505101-1,2021/3/14,0.006775264
460-00-10505101-2,2021/3/14,0.000850165
460-00-10505101-3,2021/3/14,0.005434902
460-00-10505102-1,2021/3/14,0.007950495
460-00-10505102-2,2021/3/14,0.003383622
460-00-10505102-3,2021/3/14,0.005870604
460-00-10505106-1,2021/3/14,0.002443268
460-00-10505106-2,2021/3/14,0.003628458
460-00-10505106-3,2021/3/14,0.005517029
460-00-10505112-1,2021/3/14,0.004815556
460-00-10505112-2,2021/3/14,0.006443694
460-00-10505121-1,2021/3/14,0.003014557
460-00-10505121-2,2021/3/14,0.002939313
460-00-10505122-1,2021/3/14,0.010504581
460-00-10505122-2,2021/3/14,0.048879145
460-00-10505122-3,2021/3/14,0.014651871
460-00-10505124-1,2021/3/14,0.037079408
460-00-10505124-2,2021/3/14,0.104374705
460-00-10505129-1,2021/3/14,0.026804501
460-00-10505129-2,2021/3/14,0.018383816
460-00-10505129-3,2021/3/14,0.012682447
460-00-10505132-1,2021/3/14,0.007202412
460-00-10505132-2,2021/3/14,0.029431133
460-00-10505132-3,2021/3/14,0.014329991
460-00-10505134-1,2021/3/14,0.002457068
460-00-10505134-2,2021/3/14,0.002260864
460-00-10505192-1,2021/3/14,0.008836982
460-00-10505192-2,2021/3/14,0.016187914
460-00-10505192-3,2021/3/14,0.033213238
460-00-10505209-1,2021/3/14,0.012395731
460-00-10505209-2,2021/3/14,0.034007241
460-00-10505209-3,2021/3/14,0.016361119
460-00-10505065-1,2021/3/15,0.053261116
460-00-10505065-2,2021/3/15,0.021630223
460-00-10505065-3,2021/3/15,0.017299984
460-00-10505068-1,2021/3/15,0.005894886
460-00-10505068-2,2021/3/15,0.004718486
460-00-10505068-3,2021/3/15,0.005731358
460-00-10505085-1,2021/3/15,0.002979796
460-00-10505085-2,2021/3/15,0.007397848
460-00-10505085-3,2021/3/15,0.010374537
460-00-10505086-2,2021/3/15,5.22E-05
460-00-10505086-3,2021/3/15,0.003515516
460-00-10505087-1,2021/3/15,0.006528954
460-00-10505087-2,2021/3/15,0.005275949
460-00-10505087-3,2021/3/15,0.007915165
460-00-10505088-3,2021/3/15,0.0046189
460-00-10505089-1,2021/3/15,0.002776541
460-00-10505089-2,2021/3/15,0.010974447
460-00-10505089-3,2021/3/15,0.009739464
460-00-10505090-1,2021/3/15,0.002317641
460-00-10505090-3,2021/3/15,0.002599805
460-00-10505096-2,2021/3/15,0.004203066
460-00-10505096-3,2021/3/15,0.006742862
460-00-10505097-1,2021/3/15,0.004400294
460-00-10505097-2,2021/3/15,0.002964858
460-00-10505098-1,2021/3/15,0.003720186
460-00-10505098-2,2021/3/15,0.006525059
460-00-10505099-1,2021/3/15,0.00578602
460-00-10505099-2,2021/3/15,0.003772641
460-00-10505100-1,2021/3/15,0.005436712
460-00-10505100-2,2021/3/15,0.006342588
460-00-10505101-1,2021/3/15,0.004264704
460-00-10505101-2,2021/3/15,0.00104067
460-00-10505101-3,2021/3/15,0.006411393
460-00-10505102-1,2021/3/15,0.01199466
460-00-10505102-2,2021/3/15,0.004697845
460-00-10505102-3,2021/3/15,0.006776449
460-00-10505106-1,2021/3/15,0.000437464
460-00-10505106-2,2021/3/15,0.004927374
460-00-10505106-3,2021/3/15,0.007068019
460-00-10505112-1,2021/3/15,0.005796535
460-00-10505112-2,2021/3/15,0.004878194
460-00-10505121-1,2021/3/15,0.004223337
460-00-10505121-2,2021/3/15,0.003298706
460-00-10505122-1,2021/3/15,0.019939419
460-00-10505122-2,2021/3/15,0.053390805
460-00-10505122-3,2021/3/15,0.014537635
460-00-10505124-1,2021/3/15,0.046482163
460-00-10505124-2,2021/3/15,0.112022932
460-00-10505129-1,2021/3/15,0.029015964
460-00-10505129-2,2021/3/15,0.015960998
460-00-10505129-3,2021/3/15,0.008870149
460-00-10505132-1,2021/3/15,0.006874476
460-00-10505132-2,2021/3/15,0.019390123
460-00-10505132-3,2021/3/15,0.013649825
460-00-10505134-1,2021/3/15,0.001942911
460-00-10505134-2,2021/3/15,0.002511265
460-00-10505192-1,2021/3/15,0.013121955
460-00-10505192-2,2021/3/15,0.019299819
460-00-10505192-3,2021/3/15,0.025751579
460-00-10505209-1,2021/3/15,0.011437726
460-00-10505209-2,2021/3/15,0.03235811
460-00-10505209-3,2021/3/15,0.010406586
460-00-10505065-1,2021/3/16,0.063176298
460-00-10505065-2,2021/3/16,0.023467174
460-00-10505065-3,2021/3/16,0.018976986
460-00-10505068-1,2021/3/16,0.012948223
460-00-10505068-2,2021/3/16,0.005844129
460-00-10505068-3,2021/3/16,0.008530654
460-00-10505085-1,2021/3/16,0.004082111
460-00-10505085-2,2021/3/16,0.006363961
460-00-10505085-3,2021/3/16,0.013384053
460-00-10505086-2,2021/3/16,0.000180216
460-00-10505086-3,2021/3/16,0.002930597
460-00-10505087-1,2021/3/16,0.005274217
460-00-10505087-2,2021/3/16,0.00402525
460-00-10505087-3,2021/3/16,0.008145209
460-00-10505088-3,2021/3/16,0.004867425
460-00-10505089-1,2021/3/16,0.003126148
460-00-10505089-2,2021/3/16,0.010135457
460-00-10505089-3,2021/3/16,0.010511901
460-00-10505090-1,2021/3/16,0.003820862
460-00-10505090-3,2021/3/16,0.003659419
460-00-10505096-2,2021/3/16,0.003121767
460-00-10505096-3,2021/3/16,0.008824083
460-00-10505097-1,2021/3/16,0.002825608
460-00-10505097-2,2021/3/16,0.00283923
460-00-10505098-1,2021/3/16,0.003445213
460-00-10505098-2,2021/3/16,0.004945725
460-00-10505099-1,2021/3/16,0.004177726
460-00-10505099-2,2021/3/16,0.001201187
460-00-10505100-1,2021/3/16,0.003335066
460-00-10505100-2,2021/3/16,0.004343225
460-00-10505101-1,2021/3/16,0.007190805
460-00-10505101-2,2021/3/16,0.001624145
460-00-10505101-3,2021/3/16,0.006820866
460-00-10505102-1,2021/3/16,0.011700102
460-00-10505102-2,2021/3/16,0.004511439
460-00-10505102-3,2021/3/16,0.006086691
460-00-10505106-1,2021/3/16,0.000893239
460-00-10505106-2,2021/3/16,0.005452291
460-00-10505106-3,2021/3/16,0.005701735
460-00-10505112-1,2021/3/16,0.004075962
460-00-10505112-2,2021/3/16,0.006081326
460-00-10505121-1,2021/3/16,0.003462765
460-00-10505121-2,2021/3/16,0.002247748
460-00-10505122-1,2021/3/16,0.033724055
460-00-10505122-2,2021/3/16,0.046219394
460-00-10505122-3,2021/3/16,0.019711276
460-00-10505124-1,2021/3/16,0.033401738
460-00-10505124-2,2021/3/16,0.09401467
460-00-10505129-1,2021/3/16,0.034759573
460-00-10505129-2,2021/3/16,0.019190884
460-00-10505129-3,2021/3/16,0.007247048
460-00-10505132-1,2021/3/16,0.008583165
460-00-10505132-2,2021/3/16,0.02611848
460-00-10505132-3,2021/3/16,0.01538108
460-00-10505134-1,2021/3/16,0.000816642
460-00-10505134-2,2021/3/16,0.00212515
460-00-10505192-1,2021/3/16,0.013524389
460-00-10505192-2,2021/3/16,0.015377734
460-00-10505192-3,2021/3/16,0.025148085
460-00-10505209-1,2021/3/16,0.016182864
460-00-10505209-2,2021/3/16,0.028958737
460-00-10505209-3,2021/3/16,0.011692654
460-00-10505065-1,2021/3/17,0.066035821
460-00-10505065-2,2021/3/17,0.028888798
460-00-10505065-3,2021/3/17,0.022553706
460-00-10505068-1,2021/3/17,0.010083278
460-00-10505068-2,2021/3/17,0.008270707
460-00-10505068-3,2021/3/17,0.006087891
460-00-10505085-1,2021/3/17,0.003516272
460-00-10505085-2,2021/3/17,0.006603751
460-00-10505085-3,2021/3/17,0.014785386
460-00-10505086-2,2021/3/17,0.000134429
460-00-10505086-3,2021/3/17,0.003068439
460-00-10505087-1,2021/3/17,0.005570672
460-00-10505087-2,2021/3/17,0.004471132
460-00-10505087-3,2021/3/17,0.008429893
460-00-10505088-3,2021/3/17,0.005381921
460-00-10505089-1,2021/3/17,0.002759956
460-00-10505089-2,2021/3/17,0.011706155
460-00-10505089-3,2021/3/17,0.009578455
460-00-10505090-1,2021/3/17,0.003547671
460-00-10505090-3,2021/3/17,0.002757775
460-00-10505096-2,2021/3/17,0.002861019
460-00-10505096-3,2021/3/17,0.008665567
460-00-10505097-1,2021/3/17,0.002748934
460-00-10505097-2,2021/3/17,0.002721856
460-00-10505098-1,2021/3/17,0.004294644
460-00-10505098-2,2021/3/17,0.005058575
460-00-10505099-1,2021/3/17,0.004021734
460-00-10505099-2,2021/3/17,0.001375072
460-00-10505100-1,2021/3/17,0.00413077
460-00-10505100-2,2021/3/17,0.004668013
460-00-10505101-1,2021/3/17,0.007528765
460-00-10505101-2,2021/3/17,0.001614178
460-00-10505101-3,2021/3/17,0.006900524
460-00-10505102-1,2021/3/17,0.007859531
460-00-10505102-2,2021/3/17,0.004252529
460-00-10505102-3,2021/3/17,0.004667745
460-00-10505106-1,2021/3/17,0.000702545
460-00-10505106-2,2021/3/17,0.005391014
460-00-10505106-3,2021/3/17,0.005940939
460-00-10505112-1,2021/3/17,0.005500942
460-00-10505112-2,2021/3/17,0.004365204
460-00-10505121-1,2021/3/17,0.003647491
460-00-10505121-2,2021/3/17,0.002412744
460-00-10505122-1,2021/3/17,0.031880384
460-00-10505122-2,2021/3/17,0.044370022
460-00-10505122-3,2021/3/17,0.018849363
460-00-10505124-1,2021/3/17,0.047076127
460-00-10505124-2,2021/3/17,0.106779009
460-00-10505129-1,2021/3/17,0.038202364
460-00-10505129-2,2021/3/17,0.018401055
460-00-10505129-3,2021/3/17,0.008098065
460-00-10505132-1,2021/3/17,0.009115389
460-00-10505132-2,2021/3/17,0.021898417
460-00-10505132-3,2021/3/17,0.016264818
460-00-10505134-1,2021/3/17,0.000630849
460-00-10505134-2,2021/3/17,0.002001156
460-00-10505192-1,2021/3/17,0.012654781
460-00-10505192-2,2021/3/17,0.017708134
460-00-10505192-3,2021/3/17,0.033204491
460-00-10505209-1,2021/3/17,0.011901023
460-00-10505209-2,2021/3/17,0.032377588
460-00-10505209-3,2021/3/17,0.010901634
460-00-10505065-1,2021/3/18,0.061741879
460-00-10505065-2,2021/3/18,0.029783814
460-00-10505065-3,2021/3/18,0.027031525
460-00-10505068-1,2021/3/18,0.009619034
460-00-10505068-2,2021/3/18,0.00981075
460-00-10505068-3,2021/3/18,0.006858418
460-00-10505085-1,2021/3/18,0.002597038
460-00-10505085-2,2021/3/18,0.007452724
460-00-10505085-3,2021/3/18,0.016748843
460-00-10505086-2,2021/3/18,8.12E-05
460-00-10505086-3,2021/3/18,0.00327618
460-00-10505087-1,2021/3/18,0.00624136
